                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1274,                  1.514,                 1.2823,                0.46407,                0.52947,                0.52153,                 0.3888,                0.78175,                 2.1535,                0.94418,              0.0007822,              0.0007822,              0.0007822
                     14,                  1.118,                 1.5047,                 1.2739,                0.73264,                0.45187,                  0.512,                0.38211,                0.89801,                 3.4513,                 1.1302,              0.0007624,              0.0007624,              0.0007624
                     15,                 1.1011,                 1.4588,                 1.2594,                0.69446,                0.45612,                 0.5139,                0.37044,                0.78353,                   3.43,                 1.0406,              0.0007426,              0.0007426,              0.0007426
                     16,                 1.1026,                 1.4538,                 1.2602,                 0.7716,                0.46418,                0.53144,                0.41176,                0.75254,                 2.3227,                0.97633,              0.0007228,              0.0007228,              0.0007228
                     17,                 1.0899,                 1.4288,                 1.2561,                0.49855,                0.45996,                0.50669,                0.38517,                0.79987,                 1.9738,                0.99321,               0.000703,               0.000703,               0.000703
                     18,                 1.0844,                 1.4261,                  1.253,                0.49626,                0.55489,                0.53021,                0.39126,                 0.7207,                 2.8119,                0.92986,              0.0006832,              0.0006832,              0.0006832
                     19,                 1.0697,                 1.3915,                   1.24,                0.73776,                0.47925,                0.51281,                0.38913,                0.76768,                 2.0314,                0.95561,              0.0006634,              0.0006634,              0.0006634
                     20,                 1.0627,                 1.3834,                 1.2356,                0.60156,                0.46099,                0.52757,                0.40681,                0.75723,                 1.4399,                0.95252,              0.0006436,              0.0006436,              0.0006436
                     21,                 1.0467,                 1.3621,                 1.2298,                0.58483,                0.51371,                0.58099,                0.45043,                0.86424,                  2.587,                 1.0953,              0.0006238,              0.0006238,              0.0006238
                     22,                 1.0497,                 1.3247,                 1.2298,                0.54886,                0.55697,                0.58662,                0.46371,                0.74151,                 1.8254,                0.92547,               0.000604,               0.000604,               0.000604
                     23,                 1.0509,                  1.344,                 1.2246,                0.63077,                0.54642,                0.57749,                0.44473,                0.69161,                 2.3668,                0.89325,              0.0005842,              0.0005842,              0.0005842
                     24,                 1.0264,                 1.3137,                  1.216,                0.67408,                0.54172,                0.59386,                0.47126,                0.72658,                 1.6319,                0.89977,              0.0005644,              0.0005644,              0.0005644
                     25,                 1.0234,                 1.2826,                 1.2096,                0.74159,                0.49827,                0.56269,                0.43805,                0.70562,                 2.1877,                0.92501,              0.0005446,              0.0005446,              0.0005446
                     26,                 1.0135,                 1.2679,                 1.2053,                0.79429,                0.46552,                0.55069,                0.42641,                0.79466,                 1.6744,                0.99447,              0.0005248,              0.0005248,              0.0005248
                     27,                 1.0086,                  1.269,                 1.2009,                0.71665,                0.51227,                0.55242,                0.43223,                0.65624,                 4.0176,                0.83503,               0.000505,               0.000505,               0.000505
                     28,                  1.003,                 1.2452,                 1.2005,                0.79249,                0.50408,                0.56182,                0.43984,                 0.7722,                 1.9825,                0.93817,              0.0004852,              0.0004852,              0.0004852
                     29,                 1.0051,                 1.2358,                 1.1935,                0.72918,                0.52944,                0.56697,                0.44557,                0.68413,                 2.2026,                0.86106,              0.0004654,              0.0004654,              0.0004654
                     30,                0.98943,                 1.2198,                 1.1872,                0.74735,                0.50095,                0.56592,                 0.4467,                0.76221,                 1.9142,                0.92899,              0.0004456,              0.0004456,              0.0004456
                     31,                0.97948,                 1.1928,                 1.1781,                0.77114,                0.48621,                0.57135,                0.45902,                0.78381,                 2.8005,                0.97192,              0.0004258,              0.0004258,              0.0004258
                     32,                0.97161,                 1.2055,                 1.1799,                0.72569,                0.53495,                0.59384,                0.47921,                0.67226,                 1.8216,                0.86536,               0.000406,               0.000406,               0.000406
                     33,                0.97111,                 1.1716,                 1.1787,                0.69485,                0.51233,                0.58459,                0.46933,                0.69015,                 3.1911,                0.86516,              0.0003862,              0.0003862,              0.0003862
                     34,                0.95701,                 1.1743,                 1.1723,                0.60702,                0.54769,                0.61907,                0.49898,                0.70136,                 1.5206,                0.93734,              0.0003664,              0.0003664,              0.0003664
                     35,                0.95723,                  1.157,                 1.1679,                0.73893,                0.54445,                0.61826,                0.50506,                0.69237,                 1.5697,                0.86233,              0.0003466,              0.0003466,              0.0003466
                     36,                0.94624,                 1.1492,                 1.1578,                0.73951,                0.54946,                0.61363,                0.49592,                0.72865,                   1.65,                0.95965,              0.0003268,              0.0003268,              0.0003268
                     37,                0.93608,                 1.1142,                 1.1557,                 0.7689,                0.52061,                0.60159,                0.49436,                0.75473,                 1.6508,                0.94612,               0.000307,               0.000307,               0.000307
                     38,                0.95174,                 1.1279,                 1.1647,                0.76247,                0.51694,                 0.5793,                0.45967,                0.69808,                 2.1629,                0.88102,              0.0002872,              0.0002872,              0.0002872
                     39,                 0.9243,                 1.1009,                 1.1513,                0.55081,                 0.5581,                 0.5751,                 0.4584,                 0.7713,                 1.8167,                0.96949,              0.0002674,              0.0002674,              0.0002674
                     40,                0.93202,                 1.1058,                 1.1509,                0.58025,                0.57695,                0.58772,                0.47554,                0.66816,                 1.4974,                0.87948,              0.0002476,              0.0002476,              0.0002476
                     41,                0.87773,                 1.0544,                  1.135,                0.71061,                0.53269,                0.58559,                0.46723,                0.64223,                 1.5214,                 0.8409,              0.0002278,              0.0002278,              0.0002278
                     42,                0.86013,                 1.0122,                 1.1218,                0.75817,                0.51274,                0.59513,                 0.4765,                0.65546,                 1.8031,                0.84673,               0.000208,               0.000208,               0.000208
                     43,                0.84985,                0.99035,                 1.1115,                0.69934,                0.54799,                 0.6215,                0.50306,                0.66037,                 1.2848,                0.84498,              0.0001882,              0.0001882,              0.0001882
                     44,                 0.8449,                0.97703,                 1.1075,                0.72876,                0.52791,                0.59485,                0.48229,                0.64873,                 1.4964,                0.84367,              0.0001684,              0.0001684,              0.0001684
                     45,                0.83346,                0.95168,                 1.0976,                0.73884,                0.52794,                0.60787,                0.49989,                0.67543,                 1.5508,                0.85637,              0.0001486,              0.0001486,              0.0001486
                     46,                0.83425,                0.94687,                 1.1007,                0.69003,                0.56745,                0.62983,                0.52018,                 0.6416,                 1.3913,                0.83636,              0.0001288,              0.0001288,              0.0001288
                     47,                0.82246,                0.92592,                 1.0957,                0.71148,                0.56102,                0.61986,                0.49949,                0.64802,                 1.5357,                0.85502,               0.000109,               0.000109,               0.000109
                     48,                0.81754,                0.91758,                 1.0936,                0.68282,                0.55425,                0.60933,                0.50251,                0.64386,                 1.3914,                0.84732,               8.92e-05,               8.92e-05,               8.92e-05
                     49,                0.80416,                0.90924,                 1.0823,                0.70201,                0.56283,                0.61611,                 0.5025,                0.62581,                 1.2623,                0.83043,               6.94e-05,               6.94e-05,               6.94e-05
                     50,                0.80208,                0.88765,                 1.0838,                0.68682,                0.57216,                0.63505,                0.52014,                0.63595,                 1.2378,                0.82531,               4.96e-05,               4.96e-05,               4.96e-05
