                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0143,                0.91419,                 1.4093,                0.01282,                0.01667,                0.00979,                0.00098,                 2.8277,                 11.587,                 3.0947,               0.082159,             0.00015862,             0.00015862
                     20,                 1.3403,                 1.0083,                 1.7595,                0.01282,                0.01667,                0.00979,                0.00098,                 2.8277,                 11.587,                 3.0947,               0.081166,             0.00016617,             0.00016617
                     21,                  1.644,                 3.2951,                 1.9524,                0.01282,                0.01667,                0.00979,                0.00098,                 3.1464,                 9.7365,                  3.334,               0.080174,              0.0001736,              0.0001736
                     22,                 1.3789,                  1.153,                  1.378,                0.01282,                0.01667,                0.00979,                0.00098,                 3.1464,                 9.7365,                  3.334,               0.079181,             0.00018089,             0.00018089
                     23,                 1.0478,                0.94284,                 1.3609,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3131,                 9.0985,                 3.5513,               0.078188,             0.00018806,             0.00018806
                     24,                 1.2766,                0.99179,                 1.5079,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3131,                 9.0985,                 3.5513,               0.077195,             0.00019509,             0.00019509
                     25,                 1.2474,                 1.1149,                 1.5968,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3884,                  8.701,                 3.7613,               0.076202,             0.00020198,             0.00020198
                     26,                 1.0091,                 1.0609,                 1.3471,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3884,                  8.701,                 3.7613,               0.075209,             0.00020875,             0.00020875
                     27,                 1.3064,                 1.0002,                 1.3061,                0.01282,                0.01667,                0.00979,                0.00098,                  3.378,                 8.7074,                 3.7391,               0.074215,             0.00021538,             0.00021538
                     28,                 1.1753,                0.96179,                 1.5135,                0.01282,                0.01667,                0.00979,                0.00098,                  3.378,                 8.7074,                 3.7391,               0.073222,             0.00022189,             0.00022189
                     29,                 1.4519,                 1.7329,                 1.5696,                0.01282,                0.01667,                0.00979,                0.00098,                 3.5867,                 8.6426,                 3.8035,               0.072228,             0.00022826,             0.00022826
                     30,                0.86843,                0.90221,                 1.2105,                0.01282,                0.01667,                0.00979,                0.00098,                 3.5867,                 8.6426,                 3.8035,               0.071234,             0.00023449,             0.00023449
                     31,                0.95169,                0.99041,                 1.2617,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6279,                 8.8912,                  3.763,               0.070241,              0.0002406,              0.0002406
                     32,                 1.0761,                 0.7163,                 1.2401,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6279,                 8.8912,                  3.763,               0.069247,             0.00024657,             0.00024657
                     33,                 1.0162,                0.87145,                 1.2459,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6597,                 9.1674,                 3.7459,               0.068252,             0.00025242,             0.00025242
                     34,                 1.1057,                 1.1739,                 1.3531,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6597,                 9.1674,                 3.7459,               0.067258,             0.00025813,             0.00025813
                     35,                 1.1556,                 1.0156,                 1.3561,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6445,                 9.2325,                 3.7189,               0.066264,              0.0002637,              0.0002637
                     36,                 1.0969,                0.93723,                 1.4895,                0.01282,                0.01667,                0.00979,                0.00098,                 3.6445,                 9.2325,                 3.7189,               0.065269,             0.00026915,             0.00026915
                     37,                 1.2391,                 1.0101,                 1.4111,                0.01282,                0.01667,                0.00979,                0.00098,                 3.4359,                 9.4189,                 3.5424,               0.064274,             0.00027446,             0.00027446
                     38,                 1.0889,                 1.1082,                 1.4996,                0.01282,                0.01667,                0.00979,                0.00098,                 3.4359,                 9.4189,                 3.5424,                0.06328,             0.00027965,             0.00027965
                     39,                 1.2798,                 1.5492,                 1.5986,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3491,                 9.5519,                 3.5836,               0.062285,              0.0002847,              0.0002847
                     40,                 1.1679,                 1.1548,                 1.3613,                0.01282,                0.01667,                0.00979,                0.00098,                 3.3491,                 9.5519,                 3.5836,                0.06129,             0.00028961,             0.00028961
                     41,                 1.2174,                0.92622,                 1.3705,                0.01282,                0.01667,                0.00979,                0.00098,                 3.1942,                  9.715,                 3.2981,               0.060294,              0.0002944,              0.0002944
                     42,                 1.1905,                0.93957,                 1.5748,                0.01282,                0.01667,                0.00979,                0.00098,                 3.1942,                  9.715,                 3.2981,               0.059299,             0.00029905,             0.00029905
                     43,                 1.4879,                 1.3275,                 1.6809,                0.01282,                0.01667,                0.00979,                0.00098,                 3.2801,                 9.9272,                 3.3871,               0.058304,             0.00030358,             0.00030358
                     44,                 1.2317,                0.82146,                 1.6079,                0.01282,                0.01667,                0.00979,                0.00098,                 3.2801,                 9.9272,                 3.3871,               0.057308,             0.00030797,             0.00030797
                     45,                 1.3755,                 1.2065,                 1.5656,                0.01282,                0.01667,                0.00979,                0.00098,                 3.2266,                 9.8423,                 3.2805,               0.056312,             0.00031222,             0.00031222
                     46,                 1.1029,                 1.0794,                 1.4459,                0.01282,                0.01667,                0.00979,                0.00098,                 3.2266,                 9.8423,                 3.2805,               0.055316,             0.00031635,             0.00031635
                     47,                 1.1664,                0.91999,                 1.3359,                0.04167,                0.01667,                0.03479,                0.00348,                 3.5526,                 8.8455,                 3.7251,                0.05432,             0.00032034,             0.00032034
                     48,                 1.0565,                0.96352,                 1.4971,                0.04167,                0.01667,                0.03479,                0.00348,                 3.5526,                 8.8455,                 3.7251,               0.053324,             0.00032421,             0.00032421
                     49,                0.95797,                0.88879,                 1.2954,                0.08333,                0.01667,                0.05375,                0.00538,                 3.5274,                 7.8402,                 3.8136,               0.052328,             0.00032794,             0.00032794
                     50,                 1.0403,                0.90869,                 1.3911,                0.08333,                0.01667,                0.05375,                0.00538,                 3.5274,                 7.8402,                 3.8136,               0.051332,             0.00033153,             0.00033153
                     51,                 1.4768,                 1.2949,                 1.4744,                0.08333,                0.01667,                0.05375,                0.00538,                 3.5356,                 7.1114,                 3.7642,               0.050335,               0.000335,               0.000335
                     52,                 1.3136,                  1.098,                 1.3741,                0.08333,                0.01667,                0.05375,                0.00538,                 3.5356,                 7.1114,                 3.7642,               0.049338,             0.00033833,             0.00033833
