                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 1.4643,                 1.4443,                 1.7646,                0.02778,                0.01667,                0.01792,                0.00538,                 3.1353,                 12.602,                 2.7024,               0.062237,             0.00023704,             0.00023704
                     40,                 1.3616,                 1.4586,                  1.571,                0.02778,                0.01667,                0.01792,                0.00538,                 3.1353,                 12.602,                 2.7024,               0.061239,             0.00023942,             0.00023942
                     41,                 1.4522,                 1.2906,                 1.6957,                0.02778,                0.01667,                0.01792,                0.00538,                 3.0269,                 12.995,                 2.6053,               0.060242,              0.0002416,              0.0002416
                     42,                 1.5142,                 1.2243,                 1.5767,                0.02778,                0.01667,                0.01792,                0.00538,                 3.0269,                 12.995,                 2.6053,               0.059244,             0.00024358,             0.00024358
                     43,                 1.7922,                 1.8023,                 1.8079,                0.02778,                0.01667,                0.01792,                0.00538,                 3.1631,                 11.985,                 2.6984,               0.058245,             0.00024536,             0.00024536
                     44,                 1.4141,                 1.4319,                 1.7114,                0.02778,                0.01667,                0.01792,                0.00538,                 3.1631,                 11.985,                 2.6984,               0.057247,             0.00024695,             0.00024695
                     45,                 1.3409,                 1.2813,                  1.404,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2361,                  10.81,                 2.7432,               0.056248,             0.00024834,             0.00024834
                     46,                 1.3204,                 1.6675,                 1.4663,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2361,                  10.81,                 2.7432,                0.05525,             0.00024952,             0.00024952
                     47,                 1.9175,                 1.6339,                 1.8144,                0.02778,                0.01667,                0.01792,                0.00538,                 3.3344,                 10.353,                 2.7336,               0.054251,             0.00025052,             0.00025052
                     48,                 1.6874,                 2.1953,                  1.988,                0.02778,                0.01667,                0.01792,                0.00538,                 3.3344,                 10.353,                 2.7336,               0.053251,             0.00025131,             0.00025131
                     49,                 1.5162,                   1.83,                 1.6328,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2794,                 10.222,                 2.7709,               0.052252,              0.0002519,              0.0002519
                     50,                 1.0816,                0.90343,                 1.2195,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2794,                 10.222,                 2.7709,               0.051252,              0.0002523,              0.0002523
                     51,                 1.4451,                 1.3759,                 1.4143,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2565,                 9.4248,                 2.9009,               0.050252,              0.0002525,              0.0002525
                     52,                 1.5958,                  2.025,                 1.5105,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2565,                 9.4248,                 2.9009,               0.049253,              0.0002525,              0.0002525
                     53,                 1.3341,                 2.0842,                 1.4372,                0.02778,                0.01667,                0.01792,                0.00538,                 3.2565,                 9.4248,                 2.9009,               0.048252,              0.0002523,              0.0002523
