                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0222,                 1.2955,                  1.238,                0.50312,                0.62663,                0.55018,                0.41257,                0.84975,                 2.7277,                 1.1757,              0.0006634,              0.0006634,              0.0006634
                     20,                 1.0177,                 1.3097,                 1.2296,                0.67764,                  0.427,                 0.5112,                0.38067,                0.81769,                 4.3299,                 1.1433,              0.0006436,              0.0006436,              0.0006436
                     21,                0.98888,                 1.2674,                 1.2156,                0.49821,                0.56518,                0.53832,                0.38721,                0.87591,                 2.3227,                 1.1917,              0.0006238,              0.0006238,              0.0006238
                     22,                0.99216,                 1.2712,                  1.214,                0.74002,                0.46228,                0.53592,                0.39131,                0.83155,                 3.7316,                 1.1453,               0.000604,               0.000604,               0.000604
                     23,                0.99564,                 1.2587,                 1.2174,                0.56775,                0.51209,                 0.5626,                0.42844,                 0.8952,                 1.9034,                 1.2241,              0.0005842,              0.0005842,              0.0005842
                     24,                0.97857,                 1.2329,                 1.2132,                0.51509,                0.47937,                0.54404,                 0.4193,                0.93486,                 8.6127,                 1.2418,              0.0005644,              0.0005644,              0.0005644
                     25,                0.97584,                 1.2131,                 1.2031,                0.56034,                0.56294,                0.55881,                0.41337,                0.88914,                 2.1724,                 1.2261,              0.0005446,              0.0005446,              0.0005446
                     26,                0.95057,                 1.1834,                 1.1882,                0.61152,                0.53285,                  0.569,                0.43498,                0.84557,                 2.9359,                 1.1879,              0.0005248,              0.0005248,              0.0005248
                     27,                0.97607,                 1.1913,                  1.209,                0.56772,                0.52209,                 0.5785,                0.44258,                0.94558,                 1.6912,                 1.3204,               0.000505,               0.000505,               0.000505
                     28,                0.95968,                 1.1685,                 1.1913,                0.70397,                0.50866,                0.55264,                0.42208,                 0.7991,                 2.9275,                 1.1343,              0.0004852,              0.0004852,              0.0004852
                     29,                0.94819,                 1.1558,                  1.183,                 0.6692,                0.54057,                0.58222,                0.44725,                0.78915,                 3.1093,                 1.1071,              0.0004654,              0.0004654,              0.0004654
                     30,                0.91445,                 1.1278,                 1.1685,                0.72485,                0.50732,                 0.5806,                0.44362,                 0.7966,                 1.5074,                 1.1243,              0.0004456,              0.0004456,              0.0004456
                     31,                0.94429,                 1.1264,                 1.1796,                0.62546,                0.61685,                0.58922,                0.44541,                0.89137,                 2.5025,                 1.2209,              0.0004258,              0.0004258,              0.0004258
                     32,                0.93435,                 1.1356,                 1.1797,                0.66587,                0.52594,                 0.5923,                0.45749,                0.93259,                 1.9978,                 1.2056,               0.000406,               0.000406,               0.000406
                     33,                0.93498,                 1.1115,                 1.1794,                0.63083,                0.54315,                 0.5592,                0.44059,                0.85375,                 1.4708,                 1.1984,              0.0003862,              0.0003862,              0.0003862
                     34,                0.91506,                 1.0865,                 1.1654,                0.62562,                 0.5457,                0.59263,                0.45331,                0.83247,                 1.7801,                 1.1338,              0.0003664,              0.0003664,              0.0003664
                     35,                0.90771,                 1.0771,                 1.1634,                0.56001,                0.54755,                0.57646,                0.44278,                0.77458,                 3.4217,                 1.0959,              0.0003466,              0.0003466,              0.0003466
                     36,                0.91503,                 1.0635,                 1.1632,                0.70487,                0.53313,                0.60277,                0.46794,                0.79826,                 1.6225,                 1.1331,              0.0003268,              0.0003268,              0.0003268
                     37,                0.88598,                 1.0312,                 1.1482,                0.52071,                 0.6031,                0.59526,                0.46297,                0.74055,                 1.9245,                  1.086,               0.000307,               0.000307,               0.000307
                     38,                0.88581,                 1.0375,                 1.1456,                0.66079,                0.52988,                0.60577,                0.48145,                0.69776,                 1.4037,                 1.0573,              0.0002872,              0.0002872,              0.0002872
                     39,                0.87988,                 1.0177,                 1.1459,                0.61396,                0.54765,                 0.5749,                0.46148,                0.72998,                 1.9415,                 1.0664,              0.0002674,              0.0002674,              0.0002674
                     40,                0.88044,                 1.0271,                 1.1472,                0.66169,                0.54323,                0.59594,                0.47179,                0.74345,                 1.7435,                 1.0701,              0.0002476,              0.0002476,              0.0002476
                     41,                0.83939,                0.97241,                 1.1255,                0.73298,                0.53019,                0.59748,                0.47733,                0.81015,                 1.3851,                 1.1317,              0.0002278,              0.0002278,              0.0002278
                     42,                0.83279,                 0.9332,                 1.1175,                0.68938,                0.51819,                0.60522,                0.48231,                0.71851,                 1.6418,                 1.0704,               0.000208,               0.000208,               0.000208
                     43,                0.80891,                0.90423,                 1.1037,                 0.7369,                0.53637,                0.60195,                0.47621,                0.70457,                 1.2235,                 1.0657,              0.0001882,              0.0001882,              0.0001882
                     44,                0.80329,                0.88079,                    1.1,                0.71173,                0.51747,                0.61084,                0.49313,                0.68023,                 1.3721,                 1.0454,              0.0001684,              0.0001684,              0.0001684
                     45,                0.79454,                 0.8637,                 1.0912,                0.54549,                0.61153,                0.60384,                0.48074,                0.71533,                 1.6031,                 1.0486,              0.0001486,              0.0001486,              0.0001486
                     46,                  0.788,                0.85376,                 1.0885,                0.65537,                0.54454,                0.61756,                0.49537,                0.73779,                 1.4164,                 1.0713,              0.0001288,              0.0001288,              0.0001288
                     47,                0.77138,                0.83526,                  1.083,                0.59529,                0.63944,                0.62285,                0.50081,                0.77722,                 1.5373,                 1.0963,               0.000109,               0.000109,               0.000109
                     48,                0.77371,                0.82445,                  1.073,                0.54127,                0.65628,                0.62545,                0.50008,                0.68423,                 1.3415,                 1.0535,               8.92e-05,               8.92e-05,               8.92e-05
                     49,                0.77254,                0.81319,                 1.0771,                0.62645,                0.63233,                0.64122,                0.51725,                0.67394,                  1.327,                 1.0317,               6.94e-05,               6.94e-05,               6.94e-05
                     50,                0.75964,                0.79653,                 1.0677,                0.65617,                0.60508,                0.64044,                0.51416,                0.68201,                 1.3104,                 1.0373,               4.96e-05,               4.96e-05,               4.96e-05
